id	filename	tokens	lemmas
801906	tlg0031.tlg023.perseus-grc2	Ο ΗΝ ΑΠʼ ΑΡΧΗΣ, ὃ ἀκηκόαμεν, ὃ ἑωράκαμεν τοῖς ὀφθαλμοῖς ἡμῶν, ὃ ἐθεασάμεθα καὶ αἱ χεῖρες ἡμῶν ἐψηλάφησαν, περὶ τοῦ λόγου τῆς ζωῆς,— καὶ ἡ ζωὴ ἐφανερώθη, καὶ ἑωράκαμεν καὶ μαρτυροῦμεν καὶ ἀπαγγέλλομεν ὑμῖν τὴν ζωὴν τὴν αἰώνιον ἥτις ἦν πρὸς τὸν πατέρα καὶ ἐφανερώθη ἡμῖν,— ὃ ἑωράκαμεν καὶ ἀκηκόαμεν ἀπαγγέλλομεν καὶ ὑμῖν, ἵνα καὶ ὑμεῖς κοινωνίαν ἔχητε μεθʼ ἡμῶν·	Ο    , ὅς ἀκούω , ὅς ὁράω ὁ ὀφθαλμός  , ὁ  καί ὁ χείρ ἐγώ ψηλαφάω , περί ὁ λόγος ὁ ζωή , — καί ὁ ζωή φανερόω , καί ὁράω καί μαρτυρέω καί ἀπαγγέλλω  ὁ ζωή ὁ αἰώνιος ὅστις εἰμί πρός ὁ πατήρ καί φανερόω  , — ὅς ὁράω καί  ἀπαγγέλλω καί  , ἵνα καί  κοινωνία  μετά  ·
801907	tlg0031.tlg023.perseus-grc2	καὶ ἡ κοινωνία δὲ ἡ ἡμετέρα μετὰ τοῦ πατρὸς καὶ μετὰ τοῦ υἱοῦ αὐτοῦ Ἰησοῦ Χριστοῦ·	καί ὁ κοινωνία δέ ὁ ἡμέτερος μετά ὁ πατήρ καί μετά ὁ  αὐτός Ἰησοῦς  ·
801908	tlg0031.tlg023.perseus-grc2	καὶ ταῦτα γράφομεν ἡμεῖς ἵνα ἡ χαρὰ ἡμῶν ᾖ πεπληρωμένη.	καί οὗτος   ἵνα ὁ χαρά ἐγώ εἰμί  .
801909	tlg0031.tlg023.perseus-grc2	Καὶ ἔστιν αὕτη ἡ ἀγγελία ἣν ἀκηκόαμεν ἀπʼ αὐτοῦ καὶ ἀναγγέλλομεν ὑμῖν, ὅτι ὁ θεὸς φῶς ἐστὶν καὶ σκοτία οὐκ ἔστιν ἐν αὐτῷ οὐδεμία.	καί εἰμί οὗτος ὁ ἀγγελία ὅς   αὐτός καί ἀναγγέλλω  , ὅτι2 ὁ  φάος εἰμί καί σκοτία οὐ εἰμί ἐν αὐτός οὐδείς .
801910	tlg0031.tlg023.perseus-grc2	Ἐὰν εἴπωμεν ὅτι κοινωνίαν ἔχομεν μετʼ αὐτοῦ καὶ ἐν τῷ σκότει περιπατῶμεν, ψευδόμεθα καὶ οὐ ποιοῦμεν τὴν ἀλήθειαν·	λέγω ὅτι2 κοινωνία ἔχω μετά αὐτός καί ἐν ὁ σκότος  ,  καί οὐ  ὁ ἀλήθεια ·
801911	tlg0031.tlg023.perseus-grc2	ἐὰν δὲ ἐν τῷ φωτὶ περιπατῶμεν ὡς αὐτὸς ἔστιν ἐν τῷ φωτί, κοινωνίαν ἔχομεν μετʼ ἀλλήλων καὶ τὸ αἷμα Ἰησοῦ τοῦ υἱοῦ αὐτοῦ καθαρίζει ἡμᾶς ἀπὸ πάσης ἁμαρτίας.	ἐάν δέ ἐν ὁ  περιπατέω ὡς αὐτός εἰμί ἐν ὁ φώς , κοινωνία ἔχω μετά ἀλλήλων καί ὁ αἷμα Ἰησοῦς ὁ  αὐτός καθαρίζω ἐγώ ἀπό πᾶς ἁμαρτία .
801912	tlg0031.tlg023.perseus-grc2	Ἐὰν εἴπωμεν ὅτι ἁμαρτίαν οὐκ ἔχομεν, ἑαυτοὺς πλανῶμεν καὶ ἡ ἀλήθεια οὐκ ἔστιν ἐν ἡμῖν.	λέγω ὅτι2 ἁμαρτία οὐ ἔχω , ἑαυτοῦ πλανάω καί ὁ ἀλήθεια οὐ εἰμί ἐν  .
801913	tlg0031.tlg023.perseus-grc2	ἐὰν ὁμολογῶμεν τὰς ἁμαρτίας ἡμῶν, πιστός ἐστιν καὶ δίκαιος ἵνα ἀφῇ ἡμῖν τὰς ἁμαρτίας καὶ καθαρίσῃ ἡμᾶς ἀπὸ πάσης ἀδικίας.	ὁμολογέω ὁ ἁμαρτία ἐγώ , πιστός2 εἰμί καί δίκαιος ἵνα ἀφίημι  ὁ ἁμαρτία καί καθαρίζω ἐγώ ἀπό πᾶς ἀδικία .
801914	tlg0031.tlg023.perseus-grc2	Ἐὰν εἴπωμεν ὅτι οὐχ ἡμαρτήκαμεν, ψεύστην ποιοῦμεν αὐτὸν καὶ ὁ λόγος αὐτοῦ οὐκ ἔστιν ἐν ἡμῖν.	λέγω ὅτι2 οὐ ἁμαρτάνω ,  ποιέω αὐτός καί ὁ λόγος αὐτός οὐ εἰμί ἐν  .
801915	tlg0031.tlg023.perseus-grc2	Τεκνία μου, ταῦτα γράφω ὑμῖν ἵνα μὴ ἁμάρτητε.	, οὗτος   ἵνα μή  .
801916	tlg0031.tlg023.perseus-grc2	καὶ ἐάν τις ἁμάρτῃ, παράκλητον ἔχομεν πρὸς τὸν πατέρα Ἰησοῦν Χριστὸν δίκαιον, καὶ αὐτὸς ἱλασμός ἐστιν περὶ τῶν ἁμαρτιῶν ἡμῶν, οὐ περὶ τῶν ἡμετέρων δὲ μόνον ἀλλὰ καὶ περὶ ὅλου τοῦ κόσμου.	καί ἐάν τις ἁμαρτάνω , παράκλητος ἔχω πρός ὁ πατήρ Ἰησοῦς Χριστός δίκαιος , καί αὐτός ἱλασμός εἰμί περί ὁ  ἐγώ , οὐ περί ὁ ἡμέτερος δέ μόνος ἀλλά καί περί  ὁ κόσμος .
801917	tlg0031.tlg023.perseus-grc2	Καὶ ἐν τούτῳ γινώσκομεν ὅτι ἐγνώκαμεν αὐτόν, ἐὰν τὰς ἐντολὰς αὐτοῦ τηρῶμεν.	ἐν  γιγνώσκω ὅτι2  αὐτός , ἐάν ὁ ἐντολή αὐτός τηρέω .
801918	tlg0031.tlg023.perseus-grc2	ὁ λέγων ὅτι Ἔγνωκα αὐτόν καὶ τὰς ἐντολὰς αὐτοῦ μὴ τηρῶν ψεύστης ἐστίν, καὶ ἐν τούτῳ ἡ ἀλήθεια οὐκ ἔστιν·	ὁ λέγω ὅτι2  αὐτός καί ὁ ἐντολή αὐτός μή τηρός ψεύστης εἰμί , καί ἐν οὗτος ὁ ἀλήθεια οὐ εἰμί ·
801919	tlg0031.tlg023.perseus-grc2	ὃς δʼ ἂν τηρῇ αὐτοῦ τὸν λόγον, ἀληθῶς ἐν τούτῳ ἡ ἀγάπη τοῦ θεοῦ τετελείωται.	ὅς δέ ἄν  αὐτός ὁ λόγος , ἀληθής ἐν οὗτος ὁ ἀγάπη ὁ θεός τελειόω .
801920	tlg0031.tlg023.perseus-grc2	Ἐν τούτῳ γινώσκομεν ὅτι ἐν αὐτῷ ἐσμέν·	ἐν οὗτος γιγνώσκω ὅτι2 ἐν αὐτός εἰμί ·
801921	tlg0031.tlg023.perseus-grc2	ὁ λέγων ἐν αὐτῷ μένειν ὀφείλει καθὼς ἐκεῖνος περιεπάτησεν καὶ αὐτὸς περιπατεῖν.	ὁ λέγω ἐν αὐτός μένω   ἐκεῖνος περιπατέω καί αὐτός περιπατέω .
801922	tlg0031.tlg023.perseus-grc2	Ἀγαπητοί, οὐκ ἐντολὴν καινὴν γράφω ὑμῖν, ἀλλʼ ἐντολὴν παλαιὰν ἣν εἴχετε ἀπʼ ἀρχῆς·	, οὐ ἐντολή καινός   ,  ἐντολή παλαιός ὅς  ἀπό ἀρχή ·
801923	tlg0031.tlg023.perseus-grc2	ἡ ἐντολὴ ἡ παλαιά ἐστιν ὁ λόγος ὃν ἠκούσατε.	ὁ ἐντολή ὁ  εἰμί ὁ λόγος ὅς ἀκούω .
801924	tlg0031.tlg023.perseus-grc2	πάλιν ἐντολὴν καινὴν γράφω ὑμῖν, ὅ ἐστιν ἀληθὲς ἐν αὐτῷ καὶ ἐν ὑμῖν, ὅτι ἡ σκοτία παράγεται καὶ τὸ φῶς τὸ ἀληθινὸν ἤδη φαίνει.	πάλιν ἐντολή καινός   ,  εἰμί ἀληθής ἐν αὐτός καί ἐν  , ὅτι2 ὁ σκοτία παράγω καί ὁ φάος ὁ ἀληθινός ἤδη φαίνω .
801925	tlg0031.tlg023.perseus-grc2	Ὁ λέγων ἐν τῷ φωτὶ εἶναι καὶ τὸν ἀδελφὸν αὐτοῦ μισῶν ἐν τῇ σκοτίᾳ ἐστὶν ἕως ἄρτι.	ὁ λέγω ἐν τῷ  εἰμί καί ὁ ἀδελφός αὐτός μισέω ἐν ὁ σκοτία εἰμί ἕως ἄρτι .
801926	tlg0031.tlg023.perseus-grc2	ὁ ἀγαπῶν τὸν ἀδελφὸν αὐτοῦ ἐν τῷ φωτὶ μένει, καὶ σκάνδαλον ἐν αὐτῷ οὐκ ἔστιν·	ὁ ἀγαπάω ὁ ἀδελφός αὐτός ἐν ὁ  μένος , καί σκάνδαλος ἐν αὐτός οὐ εἰμί ·
801927	tlg0031.tlg023.perseus-grc2	ὁ δὲ μισῶν τὸν ἀδελφὸν αὐτοῦ ἐν τῇ σκοτίᾳ ἐστὶν καὶ ἐν τῇ σκοτίᾳ περιπατεῖ, καὶ οὐκ οἶδεν ποῦ ὑπάγει, ὅτι ἡ σκοτία ἐτύφλωσεν τοὺς ὀφθαλμοὺς αὐτοῦ.	ὁ δέ μισέω ὁ ἀδελφός αὐτός ἐν ὁ σκοτία εἰμί καί ἐν ὁ σκοτία περιπατέω , καί οὐ οἶδα ποῦ ὑπάγω , ὅτι2 ὁ σκοτία τυφλόω ὁ ὀφθαλμός αὐτός .
801928	tlg0031.tlg023.perseus-grc2	Γράφω ὑμῖν, τεκνία, ὅτι ἀφέωνται ὑμῖν αἱ ἁμαρτίαι διὰ τὸ ὄνομα αὐτοῦ·	,  , ὅτι2 ἀφίημι  ὁ ἁμαρτία διά ὁ ὄνομα αὐτός ·
801929	tlg0031.tlg023.perseus-grc2	γράφω ὑμῖν, πατέρες, ὅτι ἐγνώκατε τὸν ἀπʼ ἀρχῆς·	, πατήρ , ὅτι2  ὁ ἀπό ἀρχή ·
801930	tlg0031.tlg023.perseus-grc2	γράφω ὑμῖν, νεανίσκοι, ὅτι νενικήκατε τὸν πονηρόν.	, νεανίσκος , ὅτι2  ὁ πονηρός .
801931	tlg0031.tlg023.perseus-grc2	ἔγραψα ὑμῖν, παιδία, ὅτι ἐγνώκατε τὸν πατέρα·	γράφω  , παιδίον , ὅτι2  ὁ πατήρ ·
801932	tlg0031.tlg023.perseus-grc2	ἔγραψα ὑμῖν, πατέρες, ὅτι ἐγνώκατε τὸν ἀπʼ ἀρχῆς·	γράφω  , πατήρ , ὅτι2  ὁ ἀπό ἀρχή ·
801933	tlg0031.tlg023.perseus-grc2	ἔγραψα ὑμῖν, νεανίσκοι, ὅτι ἰσχυροί ἐστε καὶ ὁ λόγος τοῦ θεοῦ ἐν ὑμῖν μένει καὶ νενικήκατε τὸν πονηρόν.	γράφω  , νεανίσκος , ὅτι2 ἰσχυρός εἰμί καί ὁ λόγος ὁ θεός ἐν  μένω καί  ὁ πονηρός .
801934	tlg0031.tlg023.perseus-grc2	Μὴ ἀγαπᾶτε τὸν κόσμον μηδὲ τὰ ἐν τῷ κόσμῳ.	μή ἀγαπάω ὁ κόσμος μηδέ ὁ ἐν ὁ κόσμος .
801935	tlg0031.tlg023.perseus-grc2	ἐάν τις ἀγαπᾷ τὸν κόσμον, οὐκ ἔστιν ἡ ἀγάπη τοῦ πατρὸς ἐν αὐτῷ·	ἐάν τις ἀγάπη ὁ κόσμος , οὐ εἰμί ὁ ἀγάπη ὁ πατήρ ἐν αὐτός ·
801936	tlg0031.tlg023.perseus-grc2	ὅτι πᾶν τὸ ἐν τῷ κόσμῳ, ἡ ἐπιθυμία τῆς σαρκὸς καὶ ἡ ἐπιθυμία τῶν ὀφθαλμῶν καὶ ἡ ἀλαζονία τοῦ βίου, οὐκ ἔστιν ἐκ τοῦ πατρός, ἀλλὰ ἐκ τοῦ κόσμου ἐστίν·	ὅτι2 πᾶς ὁ ἐν ὁ κόσμος , ὁ ἐπιθυμία ὁ σάρξ καί ὁ ἐπιθυμία ὁ ὀφθαλμός καί ὁ ἀλαζονεία ὁ βίος , οὐ εἰμί ἐκ ὁ πατήρ , ἀλλά ἐκ ὁ κόσμος εἰμί ·
801937	tlg0031.tlg023.perseus-grc2	καὶ ὁ κόσμος παράγεται καὶ ἡ ἐπιθυμία αὐτοῦ, ὁ δὲ ποιῶν τὸ θέλημα τοῦ θεοῦ μένει εἰς τὸν αἰῶνα.	καί ὁ κόσμος παράγω καί ὁ ἐπιθυμία αὐτός , ὁ δέ ποιέω ὁ θέλημα ὁ θεός μένω εἰς ὁ αἰών .
801938	tlg0031.tlg023.perseus-grc2	Παιδία, ἐσχάτη ὥρα ἐστίν, καὶ καθὼς ἠκούσατε ὅτι ἀντίχριστος ἔρχεται, καὶ νῦν ἀντίχριστοι πολλοὶ γεγόνασιν·	, ἔσχατος ὥρα2 εἰμί , καί  ἀκούω ὅτι2  ἔρχομαι , καί νῦν  πολύς γίγνομαι ·
801939	tlg0031.tlg023.perseus-grc2	ὅθεν γινώσκομεν ὅτι ἐσχάτη ὥρα ἐστίν.	ὅθεν γιγνώσκω ὅτι2 ἔσχατος ὥρα2 εἰμί .
801940	tlg0031.tlg023.perseus-grc2	ἐξ ἡμῶν ἐξῆλθαν, ἀλλʼ οὐκ ἦσαν ἐξ ἡμῶν·	ἐκ ἐγώ ἐξέρχομαι , ἀλλά οὐ εἰμί ἐκ  ·
801941	tlg0031.tlg023.perseus-grc2	εἰ γὰρ ἐξ ἡμῶν ἦσαν, μεμενήκεισαν ἂν μεθʼ ἡμῶν·	εἰ γάρ ἐκ ἐγώ εἰμί ,  ἐάν μετά ἡμός ·
801942	tlg0031.tlg023.perseus-grc2	ἀλλʼ ἵνα φανερωθῶσιν ὅτι οὐκ εἰσὶν πάντες ἐξ ἡμῶν.	ἵνα  ὅτι2 οὐ εἰμί πᾶς ἐκ  .
801943	tlg0031.tlg023.perseus-grc2	καὶ ὑμεῖς χρίσμα ἔχετε ἀπὸ τοῦ ἁγίου·	καί   ἔχω ἀπό ὁ  ·
801944	tlg0031.tlg023.perseus-grc2	οἴδατε πάντες— οὐκ ἔγραψα ὑμῖν ὅτι οὐκ οἴδατε τὴν ἀλήθειαν, ἀλλʼ ὅτι οἴδατε αὐτήν, καὶ ὅτι πᾶν ψεῦδος ἐκ τῆς ἀληθείας οὐκ ἔστιν.	πᾶς — οὐ γράφω  ὅτι2 οὐ  ὁ ἀλήθεια , ἀλλά ὅτι2  αὐτός , καί ὅτι2 πᾶς ψεῦδος ἐκ ὁ ἀλήθεια  εἰμί .
801945	tlg0031.tlg023.perseus-grc2	Τίς ἐστιν ὁ ψεύστης εἰ μὴ ὁ ἀρνούμενος ὅτι Ἰησοῦς οὐκ ἔστιν ὁ χριστός;	εἰμί ὁ ψεύστης εἰ μή ὁ  ὅτι2  οὐ εἰμί ὁ χριστός ;
801946	tlg0031.tlg023.perseus-grc2	οὗτός ἐστιν ὁ ἀντίχριστος, ὁ ἀρνούμενος τὸν πατέρα καὶ τὸν υἱόν.	εἰμί ὁ  , ὁ  ὁ πατήρ καί ὁ υἱός .
801947	tlg0031.tlg023.perseus-grc2	πᾶς ὁ ἀρνούμενος τὸν υἱὸν οὐδὲ τὸν πατέρα ἔχει·	πᾶς ὁ  ὁ υἱός οὐδέ ὁ πατήρ ἔχω ·
801948	tlg0031.tlg023.perseus-grc2	ὁ ὁμολογῶν τὸν υἱὸν καὶ τὸν πατέρα ἔχει.	ὁ ὁμολογέω ὁ υἱός καί ὁ πατήρ ἔχω .
801949	tlg0031.tlg023.perseus-grc2	Ὑμεῖς ὃ ἠκούσατε ἀπʼ ἀρχῆς, ἐν ὑμῖν μενέτω·	ὅς ἀκούω ἀπό ἀρχή , ἐν  μένω ·
801950	tlg0031.tlg023.perseus-grc2	ἐὰν ἐν ὑμῖν μείνῃ ὃ ἀπʼ ἀρχῆς ἠκούσατε, καὶ ὑμεῖς ἐν τῷ υἱῷ καὶ ἐν τῷ πατρὶ μενεῖτε.	ἐν   ὅς ἀπό ἀρχή ἀκούω , καί  ἐν τῷ υἱός καί ἐν ὁ πατήρ  .
801951	tlg0031.tlg023.perseus-grc2	καὶ αὕτη ἐστὶν ἡ ἐπαγγελία ἣν αὐτὸς ἐπηγγείλατο ἡμῖν, τὴν ζωὴν τὴν αἰώνιον.	καί οὗτος εἰμί ὁ ἐπαγγελία ὅς αὐτός ἐπαγγέλλω ἐγώ , ὁ ζωή ὁ αἰώνιος .
801952	tlg0031.tlg023.perseus-grc2	Ταῦτα ἔγραψα ὑμῖν περὶ τῶν πλανώντων ὑμᾶς.	γράφω  περί ὁ   .
801953	tlg0031.tlg023.perseus-grc2	καὶ ὑμεῖς τὸ χρίσμα ὃ ἐλάβετε ἀπʼ αὐτοῦ μένει ἐν ὑμῖν, καὶ οὐ χρείαν ἔχετε ἵνα τις διδάσκῃ ὑμᾶς·	καί  ὁ   λαμβάνω ἀπό αὐτός μένω ἐν σύ , καί οὐ χρεία ἔχω ἵνα τις  σύ ·
801954	tlg0031.tlg023.perseus-grc2	ἀλλʼ ὡς τὸ αὐτοῦ χρίσμα διδάσκει ὑμᾶς περὶ πάντων, καὶ ἀληθές ἐστιν καὶ οὐκ ἔστιν ψεῦδος, καὶ καθὼς ἐδίδαξεν ὑμᾶς, μένετε ἐν αὐτῷ.	ὡς ὁ αὐτός  διδάσκω  περί πᾶς , καί ἀληθής εἰμί καί  εἰμί ψεῦδος , καί  διδάσκω  , μένω ἐν αὐτός .
801955	tlg0031.tlg023.perseus-grc2	Καὶ νῦν, τεκνία, μένετε ἐν αὐτῷ, ἵνα ἐὰν φανερωθῇ σχῶμεν παρρησίαν καὶ μὴ αἰσχυνθῶμεν ἀπʼ αὐτοῦ ἐν τῇ παρουσίᾳ αὐτοῦ.	καί νῦν ,  , μένω ἐν αὐτός , ἵνα  φανερόω ἔχω παρρησία καί μή  ἀπό αὐτός ἐν ὁ παρουσία αὐτός .
801956	tlg0031.tlg023.perseus-grc2	ἐὰν εἰδῆτε ὅτι δίκαιός ἐστιν, γινώσκετε ὅτι πᾶς ὁ ποιῶν τὴν δικαιοσύνην ἐξ αὐτοῦ γεγέννηται.	ἐάν  ὅτι2 δίκαιος εἰμί , γιγνώσκω ὅτι2 πᾶς ὁ ποιέω ὁ δικαιοσύνη ἐκ αὐτός γεννάω .
801957	tlg0031.tlg023.perseus-grc2	Ἴδετε ποταπὴν ἀγάπην δέδωκεν ἡμῖν ὁ πατὴρ ἵνα τέκνα θεοῦ κληθῶμεν, καί ἐσμεν.	ὁράω  ἀγάπη δίδωμι  ὁ πατήρ ἵνα τέκνον θεός  , καί εἰμί .
801958	tlg0031.tlg023.perseus-grc2	διὰ τοῦτο ὁ κόσμος οὐ γινώσκει ἡμᾶς ὅτι οὐκ ἔγνω αὐτόν.	διά οὗτος ὁ κόσμος οὐ γιγνώσκω ἐγώ ὅτι2 οὐ γιγνώσκω αὐτός .
801959	tlg0031.tlg023.perseus-grc2	Ἀγαπητοί, νῦν τέκνα θεοῦ ἐσμέν, καὶ οὔπω ἐφανερώθη τί ἐσόμεθα.	, νῦν τέκνον θεός εἰμί , καί οὔπω φανερόω τι εἰμί .
801960	tlg0031.tlg023.perseus-grc2	οἴδαμεν ὅτι ἐὰν φανερωθῇ ὅμοιοι αὐτῷ ἐσόμεθα, ὅτι ὀψόμεθα αὐτὸν καθώς ἐστιν.	ὅτι2 ἐάν φανερόω ὅμοιος αὐτός εἰμί , ὅτι2 ὁράω αὐτός  εἰμί .
801961	tlg0031.tlg023.perseus-grc2	καὶ πᾶς ὁ ἔχων τὴν ἐλπίδα ταύτην ἐπʼ αὐτῷ ἁγνίζει ἑαυτὸν καθὼς ἐκεῖνος ἁγνός ἐστιν.	καί πᾶς ὁ ἔχω ὁ ἐλπίς οὗτος  αὐτός ἁγνίζω ἑαυτοῦ  ἐκεῖνος  εἰμί .
801962	tlg0031.tlg023.perseus-grc2	Πᾶς ὁ ποιῶν τὴν ἁμαρτίαν καὶ τὴν ἀνομίαν ποιεῖ, καὶ ἡ ἁμαρτία ἐστὶν ἡ ἀνομία.	ὁ ποιέω ὁ ἁμαρτία καί ὁ ἀνομία ποιέω , καί ὁ ἁμαρτία  ὁ ἀνομία .
801963	tlg0031.tlg023.perseus-grc2	καὶ οἴδατε ὅτι ἐκεῖνος ἐφανερώθη ἵνα τὰς ἁμαρτίας ἄρῃ, καὶ ἁμαρτία ἐν αὐτῷ οὐκ ἔστιν.	καί  ὅτι2 ἐκεῖνος φανερόω ἵνα ὁ ἁμαρτία  , καί ἁμαρτία ἐν αὐτός οὐ εἰμί .
801964	tlg0031.tlg023.perseus-grc2	πᾶς ὁ ἐν αὐτῷ μένων οὐχ ἁμαρτάνει·	πᾶς ὁ ἐν αὐτός μένω οὐ ἁμαρτάνω ·
801965	tlg0031.tlg023.perseus-grc2	πᾶς ὁ ἁμαρτάνων οὐχ ἑώρακεν αὐτὸν οὐδὲ ἔγνωκεν αὐτόν.	πᾶς ὁ ἁμαρτάνω οὐ ὁράω αὐτός οὐδέ γιγνώσκω αὐτός .
801966	tlg0031.tlg023.perseus-grc2	Τεκνία, μηδεὶς πλανάτω ὑμᾶς·	,  πλανάω  ·
801967	tlg0031.tlg023.perseus-grc2	ὁ ποιῶν τὴν δικαιοσύνην δίκαιός ἐστιν, καθὼς ἐκεῖνος δίκαιός ἐστιν·	ὁ ποιέω ὁ δικαιοσύνη δίκαιος εἰμί ,  ἐκεῖνος δίκαιος εἰμί ·
801968	tlg0031.tlg023.perseus-grc2	ὁ ποιῶν τὴν ἁμαρτίαν ἐκ τοῦ διαβόλου ἐστίν, ὅτι ἀπʼ ἀρχῆς ὁ διάβολος ἁμαρτάνει.	ὁ ποιέω ὁ ἁμαρτία ἐκ ὁ  εἰμί , ὅτι2  ἀρχή ὁ  ἁμαρτάνω .
801969	tlg0031.tlg023.perseus-grc2	εἰς τοῦτο ἐφανερώθη ὁ υἱὸς τοῦ θεοῦ ἵνα λύσῃ τὰ ἔργα τοῦ διαβόλου.	εἰς οὗτος φανερόω ὁ υἱός ὁ θεός ἵνα λύω ὁ ἔργον ὁ  .
801970	tlg0031.tlg023.perseus-grc2	Πᾶς ὁ γεγεννημένος ἐκ τοῦ θεοῦ ἁμαρτίαν οὐ ποιεῖ, ὅτι σπέρμα αὐτοῦ ἐν αὐτῷ μένει, καὶ οὐ δύναται ἁμαρτάνειν, ὅτι ἐκ τοῦ θεοῦ γεγέννηται.	ὁ γεννάω ἐκ ὁ θεός ἁμαρτία οὐ ποιέω , ὅτι2 σπέρμα αὐτός ἐν αὐτός μένος , καί οὐ δύναμαι ἁμαρτάνω , ὅτι2 ἐκ ὁ θεός γεννάω .
801971	tlg0031.tlg023.perseus-grc2	ἐν τούτῳ φανερά ἐστιν τὰ τέκνα τοῦ θεοῦ καὶ τὰ τέκνα τοῦ διαβόλου·	ἐν οὗτος φανερός εἰμί ὁ τέκνον ὁ θεός καί ὁ τέκνον ὁ  ·
801972	tlg0031.tlg023.perseus-grc2	πᾶς ὁ μὴ ποιῶν δικαιοσύνην οὐκ ἔστιν ἐκ τοῦ θεοῦ, καὶ ὁ μὴ ἀγαπῶν τὸν ἀδελφὸν αὐτοῦ.	πᾶς ὁ μή ποιέω δικαιοσύνη οὐ εἰμί ἐκ ὁ θεός , καί ὁ μή ἀγαπάω ὁ ἀδελφός αὐτός .
801973	tlg0031.tlg023.perseus-grc2	ὅτι αὕτη ἐστὶν ἡ ἀγγελία ἣν ἠκούσατε ἀπʼ ἀρχῆς, ἵνα ἀγαπῶμεν ἀλλήλους·	ὅτι2 οὗτος εἰμί ὁ ἀγγελία ὅς ἀκούω ἀπό ἀρχή , ἵνα ἀγαπάω ἀλλήλων ·
801974	tlg0031.tlg023.perseus-grc2	οὐ καθὼς Καὶν ἐκ τοῦ πονηροῦ ἦν καὶ ἔσφαξεν τὸν ἀδελφὸν αὐτοῦ·	οὐ   ἐκ ὁ πονηρός εἰμί καί σφάζω ὁ ἀδελφός αὐτός ·
801975	tlg0031.tlg023.perseus-grc2	καὶ χάριν τίνος ἔσφαξεν αὐτόν;	καί χάριν τις σφάζω αὐτός ;
801976	tlg0031.tlg023.perseus-grc2	ὅτι τὰ ἔργα αὐτοῦ πονηρὰ ἦν, τὰ δὲ τοῦ ἀδελφοῦ αὐτοῦ δίκαια.	ὅτι2 ὁ ἔργον αὐτός πονηρός εἰμί , ὁ δέ ὁ ἀδελφός αὐτός δίκαιος .
801977	tlg0031.tlg023.perseus-grc2	Μὴ θαυμάζετε, ἀδελφοί, εἰ μισεῖ ὑμᾶς ὁ κόσμος.	μή θαυμάζω ,  , εἰ μισέω  ὁ κόσμος .
